region,area,sexo,edad,ecivil,educc,e3,activ,o15,o10,o19,yoprcor,ypchtotcor,pobreza_severa,pueblos_indigenas,lugar_nac
13,1,2,19,8,4,1,3,NA,NA,NA,NA,150000,2,0,0
9,1,2,14,8,2,1,NA,NA,NA,NA,NA,575056,4,0,0
10,1,1,43,1,6,2,1,5,44,1,700000,702083,4,1,-88
11,1,1,24,8,6,2,2,NA,NA,NA,NA,560035,4,0,0
14,1,2,0,NA,0,2,NA,NA,NA,NA,NA,368333,4,0,0
13,1,1,74,1,1,2,3,NA,NA,NA,NA,643719,4,0,0
13,1,2,67,1,4,2,3,NA,NA,NA,NA,330199,4,0,0
6,1,1,61,1,5,2,1,5,44,1,500000,456512,4,0,0
4,1,1,16,8,3,1,3,NA,NA,NA,NA,312179,4,1,0
7,1,1,76,7,6,2,1,5,40,1,1000000,2450000,4,0,0
5,1,2,61,5,2,2,3,NA,NA,NA,NA,253276,2,0,0
1,1,1,50,2,4,2,1,5,44,1,500000,911111,4,0,0
5,1,2,37,8,4,2,1,5,45,2,350000,296000,4,0,0
2,1,1,49,1,6,2,1,5,44,1,1500000,950000,4,0,0
4,1,1,11,NA,1,1,NA,NA,NA,NA,NA,405398,4,0,0
8,1,1,23,8,5,1,1,2,15,NA,400000,2063530,4,0,0
13,1,1,33,1,4,2,1,5,48,1,500000,786111,4,0,0
15,1,2,26,2,3,2,1,2,16,NA,300000,300836,3,0,0
2,1,2,44,8,5,2,1,7,5,3,200000,181583,1,0,0
5,2,2,62,1,2,2,3,NA,NA,NA,NA,363147,4,0,0
4,1,1,58,1,6,2,1,5,44,1,900000,473333,4,0,0
9,2,1,55,8,0,2,3,NA,NA,NA,NA,668463,2,0,0
13,1,1,61,1,4,2,1,2,35,NA,300000,278975,4,0,0
13,1,2,52,1,6,2,1,2,20,NA,1000008,623002,4,0,0
6,1,2,29,8,5,2,3,NA,NA,NA,NA,155180,1,0,0
11,1,1,29,8,6,2,3,NA,NA,NA,NA,350000,2,0,0
4,1,2,38,8,4,2,1,2,24,NA,500000,401460,4,0,0
8,1,1,47,1,4,2,2,NA,NA,NA,NA,357941,4,0,0
13,1,2,35,1,5,1,1,5,44,1,650000,653298,4,0,0
8,1,2,56,1,4,2,1,5,18,1,328000,478582,4,0,0
3,1,2,17,8,3,1,3,NA,NA,NA,NA,668334,4,0,0
13,1,1,19,8,4,2,1,5,48,1,NA,296250,3,0,1
13,2,2,55,7,3,2,1,5,20,3,250000,558658,4,0,0
2,2,1,24,5,3,2,1,2,25,NA,400000,176067,1,0,1
1,1,2,56,8,4,2,3,NA,NA,NA,NA,415000,4,0,0
9,2,2,32,1,6,2,1,2,35,NA,NA,377060,4,0,0
6,2,1,74,8,2,2,3,NA,NA,NA,NA,450000,NA,0,0
8,2,2,74,1,0,2,3,NA,NA,NA,NA,218636,3,1,0
15,1,1,20,8,4,2,1,5,44,1,500000,650000,4,0,0
13,1,1,49,1,2,2,2,NA,NA,NA,NA,240556,1,0,0
6,2,1,37,8,4,2,1,5,44,1,536000,736000,4,0,0
7,2,2,69,8,2,2,3,NA,NA,NA,NA,670799,4,1,0
5,2,1,1,NA,0,2,NA,NA,NA,NA,NA,198076,4,0,0
2,1,2,49,1,4,2,1,2,9,NA,300000,364286,4,0,0
16,1,2,38,8,6,2,1,5,42,1,800000,1250000,4,0,0
3,1,1,23,8,5,1,3,NA,NA,NA,NA,880372,4,0,0
13,2,2,65,1,2,2,3,NA,NA,NA,NA,452378,3,0,0
11,1,1,57,6,6,2,3,NA,NA,NA,NA,600000,4,0,0
2,1,2,26,2,6,2,1,5,45,1,500000,349284,4,0,0
6,1,2,26,8,4,2,3,NA,NA,NA,NA,352912,4,0,0
13,1,2,57,1,6,2,3,NA,NA,NA,NA,411526,4,0,0
5,1,2,78,1,3,2,3,NA,NA,NA,NA,707006,4,0,0
13,1,2,16,8,3,1,3,NA,NA,NA,NA,529167,4,0,0
5,1,1,36,1,4,2,1,5,60,1,500000,237500,4,0,0
13,1,1,31,8,5,2,1,5,40,1,550000,1159583,4,0,0
15,1,1,13,NA,2,1,NA,NA,NA,NA,NA,278521,3,1,0
11,2,1,35,8,5,2,1,2,44,NA,150000,405000,4,0,0
8,1,2,24,8,5,1,3,NA,NA,NA,NA,183097,NA,0,0
6,1,1,62,1,2,2,1,2,25,NA,400000,307996,4,0,0
2,2,1,12,NA,1,1,NA,NA,NA,NA,NA,761905,4,1,0
13,1,1,38,8,6,2,2,NA,NA,NA,NA,800000,4,0,1
12,1,2,49,1,6,2,1,2,60,NA,NA,137500,2,0,0
7,1,1,71,1,2,2,3,NA,NA,NA,NA,396692,4,0,0
4,1,2,21,8,5,1,3,NA,NA,NA,NA,207620,4,0,0
5,1,1,33,1,6,2,1,3,44,1,2500000,1631667,4,0,1
3,1,1,67,7,4,2,1,2,24,NA,300000,223333,4,0,0
15,1,2,20,8,5,1,3,NA,NA,NA,NA,135417,2,1,0
10,1,1,31,1,5,1,1,3,45,1,650000,225000,4,0,0
7,1,1,64,8,2,2,1,2,6,NA,150000,409991,1,0,0
13,1,2,56,1,4,2,3,NA,NA,NA,NA,413588,4,0,0
10,1,2,35,1,4,2,3,NA,NA,NA,NA,341979,4,0,1
13,1,1,60,1,4,2,1,5,44,1,600000,888055,4,0,0
5,1,2,24,8,5,1,1,5,20,1,270000,317778,4,0,0
5,1,2,38,5,2,2,3,NA,NA,NA,NA,234730,2,0,0
13,1,1,56,2,6,2,1,5,45,1,2000000,2113958,4,0,0
5,1,2,45,1,6,2,1,4,44,1,800000,466667,4,0,0
13,1,1,29,2,3,2,1,2,44,NA,300000,333197,3,0,0
5,2,2,14,8,2,1,NA,NA,NA,NA,NA,173526,2,0,0
10,1,1,17,8,4,1,3,NA,NA,NA,NA,536655,4,1,0
2,1,2,88,1,1,2,1,2,44,NA,350000,685459,4,0,0
10,1,1,69,1,2,2,3,NA,NA,NA,NA,413333,4,0,0
3,1,1,58,8,4,2,3,NA,NA,NA,NA,189196,1,0,0
3,2,1,16,8,3,1,3,NA,NA,NA,NA,302248,4,0,0
9,1,2,75,7,2,2,3,NA,NA,NA,NA,522490,2,0,-88
13,1,1,33,2,6,2,1,2,15,NA,1400000,3355001,4,0,0
6,1,2,32,2,4,2,2,NA,NA,NA,NA,245103,4,0,0
3,1,1,63,2,4,2,1,2,20,NA,450000,625223,3,0,0
16,1,2,67,7,4,2,2,NA,NA,NA,NA,430167,4,0,0
7,1,2,2,NA,0,1,NA,NA,NA,NA,NA,633333,4,0,0
4,1,1,69,5,2,2,3,NA,NA,NA,NA,330000,4,0,0
14,1,2,41,2,3,2,2,NA,NA,NA,NA,235331,4,0,0
14,1,2,50,5,3,2,3,NA,NA,NA,NA,215194,2,0,0
13,1,1,52,8,0,2,3,NA,NA,NA,NA,476197,4,0,0
8,1,1,10,NA,1,1,NA,NA,NA,NA,NA,546189,4,0,0
14,1,1,20,8,5,1,1,2,20,NA,250000,515365,4,0,0
13,2,2,69,8,1,2,3,NA,NA,NA,NA,287500,NA,0,0
13,1,1,23,8,5,1,3,NA,NA,NA,NA,812275,4,0,0
13,1,2,11,NA,1,1,NA,NA,NA,NA,NA,734375,4,0,0
8,1,2,16,8,3,1,3,NA,NA,NA,NA,700000,4,0,0
14,1,2,0,NA,0,2,NA,NA,NA,NA,NA,541900,4,1,0
13,1,2,54,8,6,2,3,NA,NA,NA,NA,380625,4,0,0
12,1,1,19,8,4,2,3,NA,NA,NA,NA,216447,2,0,0
8,1,1,85,1,4,2,3,NA,NA,NA,NA,1426197,4,0,0
13,1,2,29,2,6,2,1,5,44,1,1700000,2722917,4,0,0
13,1,2,10,NA,1,1,NA,NA,NA,NA,NA,610742,4,0,0
8,1,2,4,NA,0,1,NA,NA,NA,NA,NA,222433,3,0,0
1,1,2,14,8,3,1,NA,NA,NA,NA,NA,362227,4,0,0
13,1,2,39,1,4,2,3,NA,NA,NA,NA,368651,3,0,0
2,1,2,28,3,6,2,1,5,84,1,800000,919444,4,0,0
15,1,2,49,5,6,2,1,5,30,1,425000,289826,2,0,0
8,2,1,60,2,1,2,1,5,44,1,568000,674109,4,0,0
10,1,2,28,8,6,2,1,5,42,1,1300000,1529584,4,0,0
13,1,1,24,8,5,1,2,NA,NA,NA,NA,391152,4,0,0
6,1,1,20,8,4,2,2,NA,NA,NA,NA,210293,1,0,0
13,2,1,19,8,5,1,1,5,40,1,NA,276042,4,1,0
9,1,2,28,2,4,2,1,5,40,3,510000,275130,4,0,0
7,1,2,9,NA,1,1,NA,NA,NA,NA,NA,2013889,4,0,0
8,2,1,63,8,2,2,1,2,20,NA,NA,352891,4,0,0
4,1,2,23,8,5,1,3,NA,NA,NA,NA,688333,4,0,0
13,1,2,72,7,1,2,3,NA,NA,NA,NA,732449,3,0,0
10,1,2,48,1,1,2,3,NA,NA,NA,NA,519234,4,1,0
14,2,1,49,8,4,2,1,5,40,1,500000,425000,4,0,0
4,1,2,83,8,4,2,3,NA,NA,NA,NA,1150000,4,0,0
7,1,1,58,8,1,2,2,NA,NA,NA,NA,214044,2,0,0
10,2,1,73,7,1,2,3,NA,NA,NA,NA,350000,2,0,0
13,1,1,18,8,4,1,3,NA,NA,NA,NA,355817,3,0,0
13,1,2,2,NA,0,1,NA,NA,NA,NA,NA,976458,4,0,0
16,2,1,65,1,2,2,1,5,45,1,800000,516667,4,0,0
13,1,1,20,8,5,1,2,NA,NA,NA,NA,637500,4,0,0
12,1,2,52,6,4,2,1,3,44,1,700000,600000,4,0,0
13,1,2,40,1,5,2,1,3,40,1,800000,1254167,4,0,0
13,1,1,18,8,5,1,3,NA,NA,NA,NA,480768,4,0,0
14,1,1,55,1,5,2,1,5,44,1,700000,1500000,4,0,0
2,1,1,40,8,4,2,3,NA,NA,NA,NA,310000,4,0,0
5,1,1,24,8,5,2,1,5,45,1,800000,870833,4,0,0
6,2,1,68,2,4,2,1,2,40,NA,500000,389835,NA,0,1
2,1,1,8,NA,1,1,NA,NA,NA,NA,NA,164071,2,1,0
13,1,2,78,7,3,2,3,NA,NA,NA,NA,1300000,4,0,0
5,1,1,75,1,3,2,3,NA,NA,NA,NA,437251,4,0,0
4,2,1,45,2,4,2,1,5,72,1,800000,584706,4,0,0
5,1,2,18,8,4,2,3,NA,NA,NA,NA,566833,4,0,0
10,2,1,57,6,3,2,1,2,40,NA,100000,451991,2,1,0
5,2,1,0,NA,0,2,NA,NA,NA,NA,NA,172790,2,0,0
4,1,1,12,NA,1,1,NA,NA,NA,NA,NA,280000,4,1,0
9,2,1,52,8,2,2,1,2,60,NA,300000,400398,4,1,0
8,1,2,12,NA,1,1,NA,NA,NA,NA,NA,694444,4,0,0
9,2,1,68,1,3,2,1,2,8,NA,500000,810623,4,0,0
7,1,1,55,8,6,2,3,NA,NA,NA,NA,376667,4,0,0
6,1,1,7,NA,1,1,NA,NA,NA,NA,NA,110000,1,0,0
3,2,1,75,8,1,2,3,NA,NA,NA,NA,540000,2,0,0
8,1,2,41,7,4,2,1,5,44,1,430000,1330982,4,0,0
13,1,2,59,1,3,2,1,2,16,NA,200000,270000,2,0,0
5,1,2,51,5,4,2,1,7,18,3,200000,177113,2,0,0
13,1,1,56,8,3,2,1,5,45,1,450000,700171,4,0,0
13,1,1,30,8,5,2,1,2,50,NA,450000,901667,4,0,0
8,1,1,9,NA,1,1,NA,NA,NA,NA,NA,269925,2,1,0
13,1,1,37,8,4,2,1,5,50,1,700000,657185,4,0,0
12,1,2,1,NA,0,1,NA,NA,NA,NA,NA,838542,4,0,0
10,2,2,32,8,3,2,2,NA,NA,NA,NA,251264,4,0,0
12,2,2,23,8,4,2,1,2,8,NA,200000,587269,4,1,0
4,1,1,14,8,3,1,NA,NA,NA,NA,NA,173502,2,0,0
7,1,2,50,1,4,2,3,NA,NA,NA,NA,313542,4,0,0
3,1,2,26,8,5,1,3,NA,NA,NA,NA,487500,4,0,0
8,1,1,53,1,6,2,1,5,44,1,4000000,2295833,4,1,0
6,1,2,27,8,6,2,1,5,44,1,1200000,649234,4,0,0
8,1,2,32,8,6,2,1,3,45,1,700000,360669,4,0,0
6,2,1,67,1,3,2,1,1,45,NA,1200000,928999,4,0,0
12,1,1,8,NA,1,1,NA,NA,NA,NA,NA,690386,4,0,0
12,1,2,8,NA,1,1,NA,NA,NA,NA,NA,541750,4,0,0
8,1,2,50,1,4,2,3,NA,NA,NA,NA,569553,4,0,0
14,1,2,14,8,3,2,NA,NA,NA,NA,NA,525179,4,0,0
5,1,2,1,NA,0,2,NA,NA,NA,NA,NA,231502,4,0,0
14,2,1,51,2,4,2,1,2,25,NA,500000,290664,4,1,0
13,2,1,37,2,4,2,1,4,42,1,950000,368646,3,0,0
6,2,1,56,8,1,2,1,5,44,1,405000,605000,4,0,0
13,1,2,10,NA,1,1,NA,NA,NA,NA,NA,515249,3,0,0
16,2,1,52,1,3,2,1,2,30,NA,400000,576562,3,0,0
7,1,1,36,4,6,2,1,5,40,1,3700000,4052500,4,0,0
8,1,2,41,1,6,2,1,5,44,1,900000,825000,NA,0,0
11,1,2,82,7,1,2,3,NA,NA,NA,NA,1318000,4,0,0
9,1,2,79,8,2,2,3,NA,NA,NA,NA,642499,4,0,0
2,1,2,13,NA,1,1,NA,NA,NA,NA,NA,220865,3,0,1
13,1,2,41,2,6,2,1,5,44,1,500000,297222,4,0,1
6,2,1,7,NA,1,1,NA,NA,NA,NA,NA,483105,4,0,0
15,1,2,72,7,2,2,3,NA,NA,NA,NA,309948,3,0,0
13,1,2,40,8,2,2,3,NA,NA,NA,NA,290349,4,0,0
13,1,1,8,NA,1,1,NA,NA,NA,NA,NA,363810,4,0,0
13,1,1,70,2,4,2,3,NA,NA,NA,NA,696000,4,0,0
13,1,1,82,7,0,2,3,NA,NA,NA,NA,1000000,4,0,0
8,2,2,53,1,1,2,3,NA,NA,NA,NA,200555,1,0,0
13,1,2,35,2,6,2,1,5,44,1,750000,483333,3,0,0
2,1,1,40,1,4,2,1,2,44,NA,500000,83333,1,0,1
11,1,2,8,NA,1,1,NA,NA,NA,NA,NA,423556,4,1,0
13,1,1,14,8,2,1,NA,NA,NA,NA,NA,1679250,4,0,0
8,1,2,36,1,4,2,3,NA,NA,NA,NA,156697,2,0,0
2,1,2,57,1,3,2,3,NA,NA,NA,NA,551667,4,1,0
14,1,2,42,2,4,2,1,2,44,NA,250000,188606,2,1,0
4,1,2,8,NA,1,1,NA,NA,NA,NA,NA,100000,1,0,1
16,2,1,44,8,1,2,2,NA,NA,NA,NA,291503,1,0,0
13,1,2,31,8,6,2,1,5,44,1,1600000,1325000,4,0,0
14,1,2,57,1,6,2,1,4,44,1,5000000,5880000,4,0,0
15,1,1,58,1,6,2,1,5,45,1,600000,642130,4,0,0
2,1,2,16,8,3,1,2,NA,NA,NA,NA,210774,3,0,0
13,1,1,13,NA,1,1,NA,NA,NA,NA,NA,391046,4,0,0
13,1,2,68,1,4,2,3,NA,NA,NA,NA,580333,4,1,0
9,2,1,9,NA,1,1,NA,NA,NA,NA,NA,252500,NA,0,0
13,1,1,46,8,1,2,3,NA,NA,NA,NA,210898,4,0,0
5,1,2,39,1,6,2,1,5,44,1,1400000,1155500,4,0,0
14,1,1,37,8,6,2,1,5,44,1,2200000,2812500,4,0,0
5,1,1,10,NA,1,1,NA,NA,NA,NA,NA,213178,2,0,0
4,1,2,32,8,6,2,1,5,30,3,460000,631667,3,1,0
13,1,2,15,8,1,1,3,NA,NA,NA,NA,444200,4,0,1
2,1,2,26,2,2,2,1,5,48,3,600000,625000,4,0,1
16,1,1,45,1,3,2,1,5,25,1,600000,540478,4,0,0
7,1,2,49,8,4,2,3,NA,NA,NA,NA,247297,2,0,0
8,1,1,51,8,6,2,1,5,48,1,500000,350000,4,0,0
5,2,1,30,8,6,2,1,5,16,3,680000,613333,3,0,0
15,1,1,10,NA,1,1,NA,NA,NA,NA,NA,415029,4,0,0
13,1,2,65,7,3,2,3,NA,NA,NA,NA,436441,4,0,0
3,1,2,19,8,4,1,3,NA,NA,NA,NA,274528,4,0,0
13,1,1,7,NA,1,1,NA,NA,NA,NA,NA,225112,2,0,0
15,1,2,57,1,3,2,1,2,12,NA,150000,935177,4,0,0
13,1,2,15,8,3,1,3,NA,NA,NA,NA,600000,4,0,0
12,1,2,48,6,2,2,1,5,42,1,500000,340414,4,0,0
8,1,2,50,8,6,2,1,3,44,1,1315000,1815000,4,0,0
8,1,2,40,8,6,2,1,3,40,1,1500000,907834,4,1,0
12,1,1,58,8,4,2,1,2,14,NA,500000,952100,4,0,0
7,1,2,38,8,6,2,2,NA,NA,NA,NA,435000,4,0,0
11,1,2,26,2,5,2,1,5,44,1,500000,1250000,4,0,1
8,1,1,21,8,5,1,3,NA,NA,NA,NA,300000,2,0,0
13,1,1,49,1,3,2,1,5,45,1,600000,490000,4,0,0
12,1,1,43,8,4,2,1,3,40,1,620000,1413333,4,0,0
9,1,2,64,8,4,2,1,1,50,NA,100000,258000,4,0,0
8,1,2,12,NA,1,1,NA,NA,NA,NA,NA,387500,4,0,0
9,2,2,60,8,4,2,3,NA,NA,NA,NA,8848,NA,0,0
10,1,2,2,NA,0,2,NA,NA,NA,NA,NA,166176,1,0,0
1,1,2,67,7,3,2,3,NA,NA,NA,NA,370667,4,0,0
4,2,1,69,8,2,2,3,NA,NA,NA,NA,458333,NA,0,0
7,2,2,35,2,4,2,1,2,10,NA,NA,235773,4,0,0
3,1,2,13,NA,2,1,NA,NA,NA,NA,NA,275000,2,0,0
4,2,1,60,2,2,2,1,5,40,3,500000,644167,4,0,0
6,1,2,45,1,4,2,1,5,44,1,500000,494373,4,0,0
8,1,1,17,8,3,1,3,NA,NA,NA,NA,220327,2,0,0
13,1,2,11,NA,1,1,NA,NA,NA,NA,NA,285500,4,0,1
13,1,2,54,1,4,2,1,5,44,1,630000,436616,3,0,0
4,2,1,30,8,6,2,1,5,44,1,800000,922917,4,0,0
8,1,2,61,5,2,2,1,5,44,1,560000,761991,4,0,0
7,1,1,61,6,1,2,1,2,84,NA,300000,351794,3,0,0
15,1,2,1,NA,0,2,NA,NA,NA,NA,NA,163065,2,1,0
16,1,2,59,8,0,2,3,NA,NA,NA,NA,244944,2,0,0
3,2,2,77,8,6,2,3,NA,NA,NA,NA,1904000,4,1,0
2,1,1,60,6,4,2,1,5,40,1,650000,739981,4,0,0
13,1,1,34,8,6,2,1,5,45,1,1480000,1341250,4,0,0
13,1,2,57,1,6,2,1,5,44,1,620000,670542,3,0,0
12,1,1,88,7,1,2,3,NA,NA,NA,NA,530792,4,1,0
1,1,1,49,2,3,2,3,NA,NA,NA,NA,540000,4,0,0
5,1,2,30,1,6,2,1,5,44,1,800000,517500,3,0,0
13,1,2,21,8,5,1,3,NA,NA,NA,NA,340500,4,0,0
8,2,1,67,2,2,2,3,NA,NA,NA,NA,215694,1,0,0
3,1,1,79,1,3,2,3,NA,NA,NA,NA,610648,4,1,0
11,1,1,53,2,1,2,1,5,44,1,600000,432000,4,1,0
6,1,2,66,1,3,2,3,NA,NA,NA,NA,342250,3,0,0
8,1,2,76,1,1,2,3,NA,NA,NA,NA,411393,4,0,0
13,1,1,24,8,5,2,1,5,45,1,600000,944135,4,0,0
16,1,1,64,1,1,2,3,NA,NA,NA,NA,202298,2,0,0
5,1,2,14,8,3,1,NA,NA,NA,NA,NA,88047,2,0,0
5,1,1,81,1,2,2,3,NA,NA,NA,NA,256667,4,0,0
15,1,2,53,6,4,2,3,NA,NA,NA,NA,446709,4,0,0
3,1,2,53,5,6,2,2,NA,NA,NA,NA,325000,2,0,0
4,2,2,53,2,1,2,3,NA,NA,NA,NA,98176,1,0,0
3,1,1,23,8,6,2,2,NA,NA,NA,NA,100875,2,1,0
5,1,1,64,1,5,2,1,2,35,NA,400000,563889,4,0,0
13,1,1,9,NA,1,1,NA,NA,NA,NA,NA,411518,NA,0,0
13,1,1,60,1,6,2,1,5,44,1,2500000,1124000,4,0,0
2,1,2,25,1,4,2,3,NA,NA,NA,NA,433333,3,0,1
9,1,2,58,1,4,2,3,NA,NA,NA,NA,342936,4,0,0
6,1,2,20,8,5,1,3,NA,NA,NA,NA,333732,4,0,0
7,1,2,43,2,4,2,1,5,44,1,800000,750417,4,0,0
7,2,2,9,NA,1,1,NA,NA,NA,NA,NA,134000,2,0,0
2,1,2,43,1,2,2,1,1,7,NA,4200000,2000000,4,0,0
8,1,2,30,3,5,1,3,NA,NA,NA,NA,87570,1,0,0
9,1,2,80,1,1,2,3,NA,NA,NA,NA,237843,4,0,1
8,1,2,54,1,3,2,1,5,20,3,300000,289479,4,1,0
13,1,1,31,8,4,2,1,5,45,1,500000,256333,4,0,0
1,1,1,14,8,2,1,NA,NA,NA,NA,NA,153750,2,0,0
13,1,2,57,2,3,2,1,1,60,NA,800000,797292,4,0,0
3,1,2,75,8,4,2,3,NA,NA,NA,NA,600000,4,0,0
15,1,1,1,NA,0,2,NA,NA,NA,NA,NA,181057,1,0,0
7,1,1,20,8,5,1,3,NA,NA,NA,NA,505550,4,0,0
10,1,2,29,8,4,2,1,5,25,3,150000,200000,2,0,0
3,1,2,4,NA,0,1,NA,NA,NA,NA,NA,881111,4,0,0
13,1,2,12,NA,1,1,NA,NA,NA,NA,NA,279073,NA,0,0
6,2,1,18,8,4,2,1,5,44,2,500000,502582,4,0,0
7,2,2,68,1,1,2,3,NA,NA,NA,NA,635991,4,0,0
5,1,2,54,5,4,2,1,7,4,3,NA,231765,2,0,0
16,1,1,26,8,6,2,1,5,44,1,500000,553334,4,0,0
12,1,2,22,8,5,1,1,5,4,3,30000,282784,3,1,0
3,1,2,66,1,4,2,3,NA,NA,NA,NA,604765,4,0,0
13,1,2,68,1,4,2,3,NA,NA,NA,NA,704944,4,0,0
13,1,2,69,2,5,2,3,NA,NA,NA,NA,725000,4,0,0
4,1,1,8,NA,1,1,NA,NA,NA,NA,NA,237220,4,0,0
9,1,1,35,8,4,2,1,2,8,NA,100000,240000,2,0,0
16,1,2,80,1,6,2,3,NA,NA,NA,NA,700000,4,0,0
2,1,1,12,NA,1,1,NA,NA,NA,NA,NA,241000,3,0,0
1,1,2,36,1,4,2,3,NA,NA,NA,NA,200000,2,0,1
4,1,2,22,8,5,1,3,NA,NA,NA,NA,225000,2,0,0
13,1,1,12,NA,1,1,NA,NA,NA,NA,NA,511043,4,0,0
16,1,2,51,8,4,2,1,5,45,1,520008,868541,4,0,0
15,1,2,2,NA,0,1,NA,NA,NA,NA,NA,784259,4,0,0
9,1,1,20,2,4,2,1,2,40,NA,320000,353750,4,1,0
10,2,2,10,NA,1,1,NA,NA,NA,NA,NA,211449,4,0,0
13,1,2,76,8,3,2,3,NA,NA,NA,NA,529793,3,0,0
13,1,2,38,1,5,2,1,5,30,1,1200000,812500,4,0,0
3,1,1,21,8,5,1,3,NA,NA,NA,NA,400000,4,0,0
1,1,2,29,2,5,2,3,NA,NA,NA,NA,279303,4,0,1
9,1,2,23,8,5,1,1,3,44,1,NA,82886,1,0,0
3,1,2,51,8,4,2,1,5,48,1,500000,503997,4,0,0
10,2,2,80,1,1,2,3,NA,NA,NA,NA,345795,4,1,0
13,1,2,30,8,3,2,3,NA,NA,NA,NA,517811,4,0,0
5,1,1,24,8,0,1,3,NA,NA,NA,NA,242181,3,0,0
10,2,2,70,1,4,2,3,NA,NA,NA,NA,713629,4,0,0
16,1,1,2,NA,0,1,NA,NA,NA,NA,NA,486503,4,0,0
16,1,1,63,8,3,2,3,NA,NA,NA,NA,414296,2,0,0
13,1,2,15,8,3,1,3,NA,NA,NA,NA,250394,3,0,0
11,1,2,31,8,4,2,1,5,44,1,460000,337875,3,1,0
15,1,1,15,8,3,1,3,NA,NA,NA,NA,501550,4,0,0
3,1,1,18,8,3,2,3,NA,NA,NA,NA,143333,2,0,0
13,1,1,6,NA,0,1,NA,NA,NA,NA,NA,483333,4,0,1
15,1,2,51,2,6,2,1,5,35,3,NA,3800000,4,0,1
3,1,2,58,1,3,2,3,NA,NA,NA,NA,1375754,4,0,0
10,1,1,27,2,6,2,1,4,50,1,1800000,1797292,4,0,0
9,1,1,31,8,5,1,1,5,40,1,500000,444945,4,0,0
5,1,2,65,7,3,2,3,NA,NA,NA,NA,686872,4,0,0
1,1,2,72,1,4,2,3,NA,NA,NA,NA,512500,4,0,0
13,1,1,39,8,6,2,1,5,44,1,2000000,4389583,4,0,0
2,1,2,73,1,6,2,3,NA,NA,NA,NA,856499,4,0,0
6,2,2,51,8,1,2,1,5,35,3,280000,87220,1,1,0
6,1,1,83,1,4,2,3,NA,NA,NA,NA,607148,4,0,0
5,1,2,49,6,6,2,1,3,44,1,NA,144125,2,0,0
8,1,2,44,2,4,2,1,2,16,NA,50000,298178,4,0,0
5,1,2,51,1,4,2,3,NA,NA,NA,NA,750000,4,0,0
8,1,1,20,8,5,1,3,NA,NA,NA,NA,244175,3,0,0
16,1,1,46,2,1,2,1,5,36,1,200000,201294,1,0,0
8,1,2,37,8,4,2,1,2,5,NA,50000,166667,2,0,0
2,1,2,19,8,4,2,3,NA,NA,NA,NA,736500,4,1,0
16,1,2,20,8,5,1,3,NA,NA,NA,NA,320000,4,0,0
4,1,1,46,1,6,2,1,5,-88,1,1207614,426904,4,1,0
2,1,2,20,8,5,1,3,NA,NA,NA,NA,244445,4,0,0
9,2,2,28,2,1,2,3,NA,NA,NA,NA,255556,3,1,0
5,1,1,36,8,4,2,1,5,44,1,500000,471756,4,0,0
5,1,2,62,5,5,2,1,5,44,1,560000,475294,4,0,0
12,1,2,69,1,3,2,3,NA,NA,NA,NA,616648,3,0,0
10,2,1,18,8,0,1,3,NA,NA,NA,NA,169022,1,1,0
10,2,2,73,1,1,2,3,NA,NA,NA,NA,432590,4,0,0
5,1,2,44,8,6,2,1,5,40,1,800000,481804,4,0,0
16,1,1,28,2,5,2,1,3,44,1,780000,407000,4,0,0
14,1,2,80,7,2,2,3,NA,NA,NA,NA,496540,4,1,0
6,1,1,62,6,2,2,1,5,45,1,600000,502084,4,0,0
6,2,2,47,8,6,2,2,NA,NA,NA,NA,291076,4,0,0
7,2,1,26,8,4,2,1,2,32,NA,400000,367975,4,0,0
14,1,2,7,NA,1,1,NA,NA,NA,NA,NA,322134,4,0,0
16,1,2,56,5,4,2,1,5,30,3,500000,382000,4,0,0
5,1,2,17,8,3,1,3,NA,NA,NA,NA,350548,4,0,0
5,1,1,5,NA,0,1,NA,NA,NA,NA,NA,363349,3,0,0
8,1,2,20,8,3,2,2,NA,NA,NA,NA,193752,1,0,0
5,1,2,28,8,4,2,2,NA,NA,NA,NA,650000,4,0,0
5,2,1,43,8,3,2,1,5,45,1,550000,995000,4,0,0
8,2,2,3,NA,0,2,NA,NA,NA,NA,NA,236499,4,1,0
8,1,1,90,7,0,2,3,NA,NA,NA,NA,748971,4,1,0
15,1,1,7,NA,1,1,NA,NA,NA,NA,NA,254200,3,1,0
15,1,1,69,2,3,2,1,3,30,1,400000,552546,4,1,0
1,1,2,5,NA,0,1,NA,NA,NA,NA,NA,900000,4,0,0
6,1,1,63,1,6,2,1,2,45,NA,300000,505917,4,0,1
9,2,1,88,7,1,2,3,NA,NA,NA,NA,291955,3,0,0
10,1,1,19,8,5,1,3,NA,NA,NA,NA,303459,2,1,0
14,1,2,41,8,4,2,1,5,44,1,480000,334976,4,1,0
5,1,2,74,1,6,2,3,NA,NA,NA,NA,530849,4,0,0
8,1,2,25,8,6,2,1,2,2,NA,50000,856250,4,0,0
5,1,2,58,6,2,2,1,2,8,NA,150000,184268,1,0,0
5,1,1,33,1,6,2,1,5,44,1,600000,237500,4,0,1
7,1,1,66,1,4,2,1,2,25,NA,250000,490144,4,0,0
12,1,2,63,5,4,2,3,NA,NA,NA,NA,654996,4,0,0
